version_uri	date	century	author_lat	title_lat	tok_length	millionaire
0685NasirDinBaydawi.TuhfatAbrar.Sham19Y0013614-ara1	685	7	Nasir Din Baydawi	Tuhfat Abrar	255815	FALSE
1005SirajDinIbnNujaym.NahrFaiq.Sham19Y0013620-ara1	1005	11	Siraj Din Ibn Nujaym	Nahr Faiq	605020	FALSE
0628IbnQattanFasi.Iqnac.Sham19Y0013624-ara1	628	7	Ibn Qattan Fasi	Iqnac	99841	FALSE
0986IbnCaliFattani.MajmacBihar.Sham19Y0013631-ara1	986	10	Ibn Cali Fattani	Majmac Bihar	848534	FALSE
0776JamalDinSurramarri.NahjRashad.Sham19Y0013637-ara1	776	8	Jamal Din Surramarri	Nahj Rashad	40008	FALSE
0974IbnHajarHaytami.Iclam.Sham19Y0013644-ara1	974	10	Ibn Hajar Haytami	Iclam	36903	FALSE
1208SulaymanJamzuriAffandi.TirazMarqum.Sham19Y0013659-ara1	1208	13	Sulayman Jamzuri Affandi	Tiraz Marqum	13762	FALSE
0972IbnAhmadIbnNajjarHanbali.MuntahaIradat.Sham19Y0013664-ara1	972	10	Ibn Ahmad Ibn Najjar Hanbali	Muntaha Iradat	137929	FALSE
0321IbnDuraydAzdi.Mujtana.Sham19Y0013665-ara1	321	4	Ibn Durayd Azdi	Mujtana	17057	FALSE
0651Bunasi.KanzKuttab.Sham19Y0013666-ara1	651	7	Bunasi	Kanz Kuttab	111714	FALSE
0855BadrDinCayni.NukhabAfkar.Sham19Y0013667-ara1	855	9	Badr Din Cayni	Nukhab Afkar	2167421	TRUE
0943CisamDinIsfarayini.Atwal.Sham19Y0013680-ara1	943	10	Cisam Din Isfarayini	Atwal	331348	FALSE
0804IbnMulaqqin.IclamBiFawaid.Sham19Y0013769-ara1	804	9	Ibn Mulaqqin	Iclam Bi Fawaid	875466	FALSE
0852IbnHajarCasqalani.IntiqadIctirad.Sham19Y0013771-ara1	852	9	Ibn Hajar Casqalani :: Ibn ḥaǧar al-ʿAsqalānī :: Šihāb al-dīn Abū al-faḍl Aḥmad b. ʿAlī b. Muḥammad b. ḥaǧar al-ʿAsqalānī, al-Šāfiʿī	Intiqad Ictirad	173976	FALSE
0430AbuZaydDabusi.Taqwim.Sham19Y0013782-ara1	430	5	Abu Zayd Dabusi	Taqwim	141697	FALSE
0808MuhammadDamiri.NajmWahhaj.Sham19Y0013783-ara1	808	9	Muhammad Damiri	Najm Wahhaj	1157090	TRUE
0855BadrDinCayni.MinhatSuluk.Sham19Y0013784-ara1	855	9	Badr Din Cayni	Minhat Suluk	79856	FALSE
1240CuthmanIbnJamic.FawaidMuntakhabat.Sham19Y0013785-ara1	1240	13	Cuthman Ibn Jamic	Fawaid Muntakhabat	487673	FALSE
0616CaliIbnIsmacilAbyari.TahqiqWaBayan.Sham19Y0013791-ara1	616	7	Cali Ibn Ismacil Abyari	Tahqiq Wa Bayan	309270	FALSE
0388AbuSulaymanKhattabi.BayanIcjazQuran.Sham19Y0013900-ara1	388	4	Abu Sulayman Khattabi	Bayan Icjaz Quran	10399	FALSE
0458AbuYaclaIbnFarra.Tacliqa.Sham19Y0013922-ara1	458	5	Abu Yacla Ibn Farra :: Ibn al-Farrāʾ ::  Abū Yaʿlá Muḥammad b. al-Ḥusayn b. Muḥammad  b. Ḫalaf b. al-Farrāʾ al-Ḥanbalī	Tacliqa	236957	FALSE
0384AbuHasanRummani.NukatFiIcjazQuran.Sham19Y0013981-ara1	384	4	Abu Hasan Rummani :: al-Rummānī ::  Abū al-Ḥasan ʿAlī b. ʿĪsá b. ʿAlī b. ʿAbd Allāh al-Iḫšīdī, al-Warrāq, al-Jāmiʿ, al-Rummānī	Nukat Fi Icjaz Quran	7996	FALSE
1205MurtadaZabidi.IdahMadarik.Sham19Y0013995-ara1	1205	13	Murtada Zabidi	Idah Madarik	6116	FALSE
1332IbnMuhammadJamalDinQasimi.SirrIstighfar.Sham19Y0014014-ara1	1332	14	Ibn Muhammad Jamal Din Qasimi	Sirr Istighfar	5150	FALSE
0732IbnCumarBurhanDinJacbari.RusukhAhbar.Sham19Y0014032-ara1	732	8	Ibn Cumar Burhan Din Jacbari	Rusukh Ahbar	188146	FALSE
0284Bandaniji.Taqfiya.Sham19Y0014041-ara1	284	3	Bandaniji	Taqfiya	66397	FALSE
0880IbnAhmadShamsDinAsyuti.IthafAkhissa.Sham19Y0014045-ara1	880	9	Ibn Ahmad Shams Din Asyuti	Ithaf Akhissa	83989	FALSE
0723IbnFuwati.MajmacAdab.Sham19Y0014075-ara1	723	8	Ibn Fuwati :: Ibn al-Fuwaṭī :: Kamāl al-dīn Abū al-Faḍl ʿAbd al-Razzāq b. Aḥmad al-Ṣābūnī, al-Šaybānī	Maǧmaʿ al-ādāb fī muʿǧam al-alqāb	654421	FALSE
0471CabdQahirJurjani.RisalaShafiya.Sham19Y0014080-ara1	471	5	Cabd Qahir Jurjani	Risala Shafiya	10015	FALSE
0724IbnCattar.IctiqadKhalis.Sham19Y0014088-ara1	724	8	Ibn Cattar	Ictiqad Khalis	91456	FALSE
0623AbuQasimRafici.DurratDarc.Sham19Y0014102-ara1	623	7	Abu Qasim Rafici	Durrat Darc	4796	FALSE
0510AbuKhattabKalwadhani.TamhidhFiUsulFiqh.Sham19Y0014103-ara1	510	6	Abu Khattab Kalwadhani	Tamhidh Fi Usul Fiqh	200457	FALSE
0430AbuHasanHufi.Burhan.Sham19Y0014114-ara1	430	5	Abu Hasan Hufi	Burhan	95294	FALSE
0510IbnMascudBaghawi.MasabihSunna.Sham19Y0014119-ara1	510	6	Ibn Mascud Baghawi	Masabih Sunna	488532	FALSE
1189ShihabDinBacli.RawdNadi.Sham19Y0014153-ara1	1189	12	Shihab Din Bacli	Rawd Nadi	170300	FALSE
0438IbnYusufJuwayni.JamcWaFarq.Sham19Y0014176-ara1	438	5	Ibn Yusuf Juwayni	Jamc Wa Farq	226140	FALSE
1036AhmadBabaTanbukti.NaylIbtihaj.Sham19Y0014197-ara1	1036	11	Ahmad Baba Tanbukti	Nayl Ibtihaj	155756	FALSE
0620IbnQudamaMaqdisi.CumdatHazim.Sham19Y0014207-ara1	620	7	Ibn Qudama Maqdisi	Cumdat Hazim	80091	FALSE
0751IbnQayyimJawziyya.RisalaTabukiyya.Sham19Y0014211-ara1	751	8	Ibn Qayyim Jawziyya	Risala Tabukiyya	15987	FALSE
0684ShihabDinQarafi.IhkamFiTamyizFatawa.Sham19Y0014218-ara1	684	7	Shihab Din Qarafi	Ihkam Fi Tamyiz Fatawa	63652	FALSE
0724IbnCattar.CuddaFiSharhCumda.Sham19Y0014224-ara1	724	8	Ibn Cattar	Cudda Fi Sharh Cumda	409770	FALSE
0422QadiCabdWahhabThaclabi.Ishraf.Sham19Y0014245-ara1	422	5	Qadi Cabd Wahhab Thaclabi	Ishraf	174021	FALSE
1072IbnAhmadMayyaraFasi.DurrThamin.Sham19Y0014249-ara1	1072	11	Ibn Ahmad Mayyara Fasi	Durr Thamin	218619	FALSE
0826IbnCiraqi.GhaythHamic.Sham19Y0014252-ara1	826	9	Ibn Ciraqi	Ghayth Hamic	157260	FALSE
0544QadiCiyad.TanbihatMustanbita.Sham19Y0014253-ara1	544	6	Qadi Ciyad :: al-Qāḍī ʿIyāḍ ::  Abū al-Faḍl ʿIyāḍ b. Mūsá b. ʿIyāḍ al-Yaḥṣubī al-Sabtī	Tanbihat Mustanbita	553157	FALSE
0328IbnQasimAnbari.IdahWaqfWaIbtida.Sham19Y0014255-ara1	328	4	Ibn Qasim Anbari	Idah Waqf Wa Ibtida	84205	FALSE
0207IbnZiyadFarra.LughatQuran.Sham19Y0014261-ara1	207	3	Ibn Ziyad Farra	Lughat Quran	20115	FALSE
0710IbnAhmadHafizDinNasafi.KanzDaqaiq.Sham19Y0014262-ara1	710	8	Ibn Ahmad Hafiz Din Nasafi	Kanz Daqaiq	37271	FALSE
0395IbnFarisQazwini.MutakhayyarAlfaz.Sham19Y0014264-ara1	395	4	Ibn Faris Qazwini	Mutakhayyar Alfaz	14402	FALSE
0337IbnIshaqZajjaji.IshtiqaqAsmaAllah.Sham19Y0014275-ara1	337	4	Ibn Ishaq Zajjaji	Ishtiqaq Asma Allah	51646	FALSE
0684ShihabDinQarafi.NafaisUsul.Sham19Y0014280-ara1	684	7	Shihab Din Qarafi	Nafais Usul	701281	FALSE
1014MullaCaliQari.MawcizatHabib.Sham19Y0014283-ara1	1014	11	Mulla Cali Qari	Mawcizat Habib	18583	FALSE
0189MuhammadShaybani.Asl.Sham19Y0014285-ara1	189	2	Muhammad Shaybani	Asl	1782029	TRUE
1099CabdBaqiZurqani.SharhCalaMukhtasarKhalil.Sham19Y0014297-ara1	1099	11	Cabd Baqi Zurqani	Sharh Cala Mukhtasar Khalil	1815835	TRUE
0911Suyuti.CuqudZabarjad.Sham19Y0014299-ara1	911	10	Suyuti :: Ǧalāl al-Dīn al-Suyūṭī :: Ǧalāl al-Dīn  ʿAbd al-Raḥmān b. Kamāl al-Dīn Abī Bakr b. Muḥammad Sābiq al-Dīn Ḫiḍr al-Ḫuḍayrī al-Asyūṭī	Cuqud Zabarjad	200528	FALSE
1182IbnIsmacilSancani.Tahbir.Sham19Y0014309-ara1	1182	12	Ibn Ismacil Sancani	Tahbir	1004281	TRUE
0520IbnRushdJadd.Masail.Sham19Y0014310-ara1	520	6	Ibn Rushd Jadd	Masail	222813	FALSE
0899Rajraji.RafcNiqab.Sham19Y0014313-ara1	899	9	Rajraji	Rafc Niqab	600323	FALSE
0356AbuCaliQali.BaricFiLugha.Sham19Y0014320-ara1	356	4	Abu Cali Qali	Baric Fi Lugha	87709	FALSE
0309KuracNaml.Muntakhab.Sham19Y0014323-ara1	309	4	Kurac Naml	Muntakhab	82930	FALSE
0772IbnHasanJamalDinIsnawi.HidayaIlaAwham.Sham19Y0014324-ara1	772	8	Ibn Hasan Jamal Din Isnawi	Hidaya Ila Awham	162995	FALSE
0710IbnRifca.Kifaya.Sham19Y0014325-ara1	710	8	Ibn Rifca :: Ibn al-Rifʿaŧ :: Naǧm al-dīn Abū al-ʿAbbās Aḥmad b. Muḥammad b. ʿAlī b. Ḥāzim b. Ibrāhīm b. al-ʿAbbās	Kifāyaŧ al-nabīhi šarḥ al-tanbīhi fī fiqh al-imām al-¶    Šāfiʿī :: Kifāyaŧ al-nabīhi šarḥ al-tanbīhi fī fiqh al-imām al-¶    Šāfiʿī	2172377	TRUE
1348MuhammadSulaymanMansurpuri.RahmatCalamin.Sham19Y0014328-ara1	1348	14	Muhammad Sulayman Mansurpuri	Rahmat Calamin	245914	FALSE
1255HamdanKhwaja.Mirat.Sham19Y0014329-ara1	1255	13	Hamdan Khwaja	Mirat	52721	FALSE
0373AbuLaythSamarqandi.CuyunMasail.Sham19Y0014335-ara1	373	4	Abu Layth Samarqandi	Cuyun Masail	84059	FALSE
1051IbnYunusBuhutiHanbali.CumdatTalib.Sham19Y0014386-ara1	1051	11	Ibn Yunus Buhuti Hanbali	Cumdat Talib	36006	FALSE
0928MujirDinCulaymi.FathRahman.Sham19Y0014404-ara1	928	10	Mujir Din Culaymi	Fath Rahman	578909	FALSE
0767KhalilIbnIshaq.Tawdih.Sham19Y0014442-ara3	767	8	Khalil Ibn Ishaq	Tawdih	1167337	TRUE
0347IbnDurustawayh.TashihFasih.Sham19Y0014443-ara1	347	4	Ibn Durustawayh	Tashih Fasih	111687	FALSE
0665AbuShama.KhutbatMuammal.Sham19Y0014447-ara1	665	7	Abu Shama	Khutbat Muammal	19770	FALSE
1306MuhammadQadriBasha.MurshidHayran.Sham19Y0014450-ara1	1306	14	Muhammad Qadri Basha	Murshid Hayran	33326	FALSE
0794BadrDinZarkashi.IclamSajid.Sham19Y0014452-ara1	794	8	Badr Din Zarkashi	Iclam Sajid	65268	FALSE
0463IbnCabdBarr.TaqassiHadithFiMuwatta.Sham19Y0014462-ara1	463	5	Ibn Cabd Barr :: Ibn ʿAbd al-Barr ::  Abū ʿUmar Yūsuf b. ʿAbd Allāh b. Muḥammad b. ʿAbd al-Barr al-Qurṭubī al-Namarī	Taqassi Hadith Fi Muwatta	113141	FALSE
0422QadiCabdWahhabThaclabi.CuyunMasail.Sham19Y0014467-ara1	422	5	Qadi Cabd Wahhab Thaclabi	Cuyun Masail	113583	FALSE
0616MuhibbDinCukbari.IttihafHadith.Sham19Y0014469-ara1	616	7	Muhibb Din Cukbari	Ittihaf Hadith	65869	FALSE
0674IbnSaci.DurrThamin.Sham19Y0014483-ara1	674	7	Ibn Saci	Durr Thamin	97805	FALSE
0458YahyaIbnSacidAntaki.Tarikh.Sham19Y0014512-ara1	458	5	Yahya Ibn Sacid Antaki	Tarikh	130936	FALSE
0319AbuQasimKacbi.QubulAkhbar.Sham19Y0014538-ara1	319	4	Abu Qasim Kacbi	Qubul Akhbar	257604	FALSE
0954HattabRucayniMaghribi.TahrirKalam.Sham19Y0014552-ara1	954	10	Hattab Rucayni Maghribi	Tahrir Kalam	104912	FALSE
0837IbnNajiTannukhi.Sharh.Sham19Y0014555-ara1	837	9	Ibn Naji Tannukhi	Sharh	277436	FALSE
0899ZarruqShihabDinFasi.SharhZarruqCalaMatnRisala.Sham19Y0014556-ara1	899	9	Zarruq Shihab Din Fasi	Sharh Zarruq Cala Matn Risala	271729	FALSE
0332IbnWalladTamimi.MaqsurWaMamdud.Sham19Y0014565-ara1	332	4	Ibn Wallad Tamimi	Maqsur Wa Mamdud	25938	FALSE
0634AbuBakrSabuni.MacrifatFarq.Sham19Y0014567-ara1	634	7	Abu Bakr Sabuni	Macrifat Farq	2584	FALSE
0780IbnJabirAndalusi.ManzumatMaqsur.Sham19Y0014568-ara1	780	8	Ibn Jabir Andalusi	Manzumat Maqsur	2445	FALSE
0345IbnCabdWahidGhulamThaclab.MaqsurWaMamdud.Sham19Y0014569-ara1	345	4	Ibn Cabd Wahid Ghulam Thaclab	Maqsur Wa Mamdud	760	FALSE
0772IbnHasanJamalDinIsnawi.MuhimmatFiSharhRawda.Sham19Y0014580-ara1	772	8	Ibn Hasan Jamal Din Isnawi	Muhimmat Fi Sharh Rawda	951090	FALSE
0378IbnJallab.Tafric.Sham19Y0014590-ara1	378	4	Ibn Jallab	Tafric	84144	FALSE
0478AbuHasanLakhmi.Tabsira.Sham19Y0014591-ara1	478	5	Abu Hasan Lakhmi	Tabsira	1242999	TRUE
1061NajmDinGhazzi.HusnTanabbuh.Sham19Y0014592-ara1	1061	11	Najm Din Ghazzi :: Naǧm al-Dīn Muḥammad al-Ġazzī :: Naǧm al-Dīn  Muḥammad b. Badr al-Dīn Muḥammad b. Raḍī al-Dīn Muḥammad b.¶    Šihāb al-Dīn Aḥmad al-Ġazzī al-Qurayšī al-Dimašqī	Husn Tanabbuh	1074900	TRUE
0616IbnShash.CiqdJawahir.Sham19Y0014594-ara1	616	7	Ibn Shash	Ciqd Jawahir	334153	FALSE
1346KhalilAhmadSaharanpuri.BadhlMajhud.Sham19Y0014601-ara1	1346	14	Khalil Ahmad Saharanpuri	Badhl Majhud	2136260	TRUE
0797AbuBakrMawsili.FarqBaynDadWaZad.Sham19Y0014603-ara1	797	8	Abu Bakr Mawsili	Farq Bayn Dad Wa Zad	1740	FALSE
0919IbnGhaziMiknasi.ShifaGhalil.Sham19Y0014605-ara1	919	10	Ibn Ghazi Miknasi	Shifa Ghalil	289544	FALSE
0397IbnQassar.CuyunAdilla.Sham19Y0014608-ara1	397	4	Ibn Qassar	Cuyun Adilla	154730	FALSE
0636AbuCabdAllahIbnCaskar.Iclam.Sham19Y0014757-ara1	636	7	Abu Cabd Allah Ibn Caskar	Iclam	88521	FALSE
0405CabdKarimNahshaliQayrawani.Mumtic.Sham19Y0014786-ara1	405	5	Cabd Karim Nahshali Qayrawani	Mumtic	58614	FALSE
0825IbnNurDin.TaysirBayan.Sham19Y0014827-ara1	825	9	Ibn Nur Din	Taysir Bayan	312243	FALSE
1300ReinhartDozy.TakmilatMacajimCarabiyya.Sham19Y0015555-ara1	1300	14	Reinhart Dozy	Takmilat Macajim Carabiyya	979382	FALSE
0697IbnWasil.MufarrijKurub.Sham19Y0016362-ara1	697	7	Ibn Wasil :: Ǧamāl al-Dīn Muḥammad Ibn Wāṣil :: Ǧamāl al-Dīn Abū ʿAbdallāh Muḥammad b. Sālim b. Naṣrallāh b. Sālim b. Wāṣil al-Māzinī al-Tamīmī al-Ḥamawī al-Šāfiʿī	Mufarriǧ al-kurūb fī aḫbār banī Ayyūb	442285	FALSE
0809IbnDuqmaq.NuzhatAnam.Sham19Y0016363-ara1	809	9	Ibn Duqmaq	Nuzhat Anam	82850	FALSE
0717CabbasSafadi.NuzhatMalikWaMamluk.Sham19Y0016364-ara1	717	8	Cabbas Safadi	Nuzhat Malik Wa Mamluk	52093	FALSE
0367IbnQutiyya.Afcal.Sham19Y0016406-ara1	367	4	Ibn Qutiyya	Afcal	69268	FALSE
0501IbnMakkiSiqilli.TathqifLisan.Sham19Y0016421-ara1	501	6	Ibn Makki Siqilli	Tathqif Lisan	39643	FALSE
0467AbuQasimFarisi.SharhHamasa.Sham19Y0016435-ara1	467	5	Abu Qasim Farisi	Sharh Hamasa	144888	FALSE
0625IbnCabdHaqqYafurani.Iqtidab.Sham19Y0016494-ara1	625	7	Ibn Cabd Haqq Yafurani	Iqtidab	113687	FALSE
0711HussamDinSighnaqi.Kafi.Sham19Y0016526-ara1	711	8	Hussam Din Sighnaqi	Kafi	300596	FALSE
0597IbnJawzi.TaqwimLisan.Sham19Y0016541-ara1	597	6	Ibn Jawzi	Taqwim Lisan	11979	FALSE
0403IbnHamidHanbali.TahdhibAjwiba.Sham19Y0016544-ara1	403	5	Ibn Hamid Hanbali	Tahdhib Ajwiba	32105	FALSE
0231AbuNasrBahili.SharhDiwanDhiRumma.Sham19Y0016545-ara1	231	3	Abu Nasr Bahili	Sharh Diwan Dhi Rumma	117401	FALSE
0370IbnCaliJassas.SharhMukhtasarTahawi.Sham19Y0016546-ara1	370	4	Ibn Cali Jassas	Sharh Mukhtasar Tahawi	579872	FALSE
0597CimadDinKatibIsfahani.BustanJamic.Sham19Y0016550-ara1	597	6	Cimad Din Katib Isfahani :: ʿImād al-Dīn al-kātib al-Iṣfahānī :: ʿImād al-Dīn Abū ʿAbd Allāh b. Ṣafī al-Dīn Abū l-Faraǧ b. Nafīs al-¶    Dīn Abū al-Raǧāʾ Muḥammad b. Muḥammad b. Ḥāmid b. Muḥammad b. ʿAbd Allāh b. ʿAlī¶    b. Maḥmūd b. Hibat Allāh al-Iṣfahānī	al-Bustān al-ǧāmiʿ li-ǧāmiʿ tawārīkh ahl al-zamān :: al-Rawḍ al-nāḍir fī aḫbār al-awāʾil wa-l-awāḫir	99241	FALSE
0774IbnKathir.MusnadCumarIbnKhattab.Sham19Y0016555-ara2	774	8	Ibn Kathir :: Ibn Kaṯīr :: ʿImād al-dīn Abū-al-Fadāʾ Ismāʿīl b. ʿUmar b. Kaṯīr al-Qarašī, al-Baṣrī, al-Dimašqī	Musnad Cumar Ibn Khattab	278851	FALSE
0715SafiHindi.NihayatWusul.Sham19Y0016562-ara1	715	8	Safi Hindi	Nihayat Wusul	521329	FALSE
0893IbnIsmacilShihabDinKurani.KawtharJari.Sham19Y0016584-ara1	893	9	Ibn Ismacil Shihab Din Kurani	Kawthar Jari	1472311	TRUE
0745AbuHayyanGharnati.Irtishaf.Sham19Y0016595-ara1	745	8	Abu Hayyan Gharnati	Irtishaf	336947	FALSE
0734IbnSayyidNas.NafhShadhi.Sham19Y0016599-ara1	734	8	Ibn Sayyid Nas	Nafh Shadhi	450815	FALSE
1188ShamsDinSaffarini.LawaihAnwar.Sham19Y0016618-ara1	1188	12	Shams Din Saffarini	Lawaih Anwar	170828	FALSE
0642IbnMawaq.BughyatNuqqad.Sham19Y0016636-ara1	642	7	Ibn Mawaq	Bughyat Nuqqad	317520	FALSE
1450KhalidRibat.JamicIbnHanbalUsulFiqh.Sham19Y0016663-ara1	1450	15	Khalid Ribat	Jamic Ibn Hanbal Usul Fiqh	23246	FALSE
0804IbnMulaqqin.CiqdMudhahhab.Sham19Y0016664-ara1	804	9	Ibn Mulaqqin	Ciqd Mudhahhab	116358	FALSE
0827BadrDinDamaminiMakhzumi.MasabihJamic.Sham19Y0016684-ara1	827	9	Badr Din Damamini Makhzumi	Masabih Jamic	712375	FALSE
0855BadrDinCayni.MaqasidNahwiyya.Sham19Y0016714-ara1	855	9	Badr Din Cayni	Maqasid Nahwiyya	579529	FALSE
1033MarciKarmi.IkhlasWidad.Sham19Y0016727-ara1	1033	11	Marci Karmi	Ikhlas Widad	3980	FALSE
0771Subki.MucidNicam.Sham19Y0016728-ara1	771	8	Subki	Mucid Nicam	33305	FALSE
0450AbuHasanMawardi.AmthalWaHikam.Sham19Y0016759-ara1	450	5	Abu Hasan Mawardi :: al-Māwardī ::  Abū al-Ḥasan ʿAlī b. Muḥammad b. Ḥabīb al-Baṣrī, al-Baġdādī	Amthal Wa Hikam	49612	FALSE
1088IbnAhmadKhalwati.HashiyaCalaMuntahaIradat.Sham19Y0016772-ara1	1088	11	Ibn Ahmad Khalwati	Hashiya Cala Muntaha Iradat	632687	FALSE
0377IbnAhmadFarisi.MasailBasriyyat.Sham19Y0016775-ara1	377	4	Ibn Ahmad Farisi	Masail Basriyyat	52848	FALSE
0401AbuCubaydHarawi.Gharibayn.Sham19Y0016782-ara1	401	5	Abu Cubayd Harawi	Gharibayn	284896	FALSE
0413AbuMutarrifQunazici.TafsirMuwatta.Sham19Y0016787-ara1	413	5	Abu Mutarrif Qunazici	Tafsir Muwatta	172908	FALSE
0879IbnQutlubugha.MajmucRasail.Sham19Y0016817-ara1	879	9	Ibn Qutlubugha :: Ibn Quṭlūbuġā :: Zayn al-dīn Abū al-Fadāʾ Qāsim b. Quṭlūbuġā al-Sūdūnī, al-Ǧamālī, al_Ḥanafī	Majmuc Rasail	145137	FALSE
0778NazirJaysh.TamhidQawacid.Sham19Y0016826-ara1	778	8	Nazir Jaysh	Tamhid Qawacid	1544502	TRUE
0806IbnHusaynZaynDinCiraqi.QurratCain.Sham19Y0016877-ara1	806	9	Ibn Husayn Zayn Din Ciraqi	Qurrat Cain	26365	FALSE
0458AbuYaclaIbnFarra.Tawakkul.Sham19Y0016879-ara1	458	5	Abu Yacla Ibn Farra :: Ibn al-Farrāʾ ::  Abū Yaʿlá Muḥammad b. al-Ḥusayn b. Muḥammad  b. Ḫalaf b. al-Farrāʾ al-Ḥanbalī	Tawakkul	14729	FALSE
0953IbnTulun.TashyidIkhtiyar.Sham19Y0016897-ara1	953	10	Ibn Tulun	Tashyid Ikhtiyar	6028	FALSE
0761IbnKaykaldiCalai.MajmucRasail.Sham19Y0016928-ara1	761	8	Ibn Kaykaldi Calai	Majmuc Rasail	79135	FALSE
0502CabdWahidRuyani.BahrMadhhab.Sham19Y0016934-ara1	502	6	Cabd Wahid Ruyani	Bahr Madhhab	2568968	TRUE
0388AbuSulaymanKhattabi.AclamHadith.Sham19Y0016946-ara1	388	4	Abu Sulayman Khattabi	Aclam Hadith	222232	FALSE
0749TaqiDinAdami.Munawwar.Sham19Y0016952-ara1	749	8	Taqi Din Adami	Munawwar	97038	FALSE
0536IbnCaliMazariTamimi.Idah.Sham19Y0016974-ara1	536	6	Ibn Cali Mazari Tamimi	Idah	153898	FALSE
0727MuzhiriZaydani.Mafatih.Sham19Y0016976-ara1	727	8	Muzhiri Zaydani	Mafatih	587358	FALSE
0885IbnSulaymanCalaDinMardawi.TahrirManqul.Sham19Y0016983-ara1	885	9	Ibn Sulayman Cala Din Mardawi	Tahrir Manqul	72399	FALSE
0705AbuMuhammadMalaqi.DurrNathir.Sham19Y0016999-ara1	705	8	Abu Muhammad Malaqi	Durr Nathir	166256	FALSE
1228MahmudMaqdishSafaqsi.NuzhatAnzar.Sham19Y0017048-ara1	1228	13	Mahmud Maqdish Safaqsi	Nuzhat Anzar	317515	FALSE
0803SadrDinMunawi.KashfManahij.Sham19Y0017063-ara1	803	9	Sadr Din Munawi	Kashf Manahij	610101	FALSE
0328IbnQasimAnbari.Addad.Sham19Y0017077-ara1	328	4	Ibn Qasim Anbari	Addad	54896	FALSE
0911Samhudi.MaqalatMusfira.Sham19Y0017090-ara1	911	10	Samhudi	Maqalat Musfira	11461	FALSE
1232MuhammadSanbawiAmir.SharhThumam.Sham19Y0017091-ara1	1232	13	Muhammad Sanbawi Amir	Sharh Thumam	18580	FALSE
0920IbnKhalilZaynDinMalati.NaylAmal.Sham19Y0017097-ara1	920	10	Ibn Khalil Zayn Din Malati	Nayl Amal	730131	FALSE
1307Qannawji.Rihla.Sham19Y0017101-ara1	1307	14	Qannawji	Rihla	46490	FALSE
0633BattalRukabi.NazmMustaczab.Sham19Y0017104-ara1	633	7	Battal Rukabi	Nazm Mustaczab	214100	FALSE
0745AbuHayyanGharnati.TadhyilTashil.Sham19Y0017116-ara1	745	8	Abu Hayyan Gharnati	Tadhyil Tashil	693287	FALSE
0581AbuMusaMadini.MajmucMughith.Sham19Y0017124-ara1	581	6	Abu Musa Madini	Majmuc Mughith	337433	FALSE
0513AbuWafaIbnCaqil.FusulAdab.Sham19Y0017130-ara1	513	6	Abu Wafa Ibn Caqil	Fusul Adab	1285	FALSE
0738IbnCabdRahimSharafDinHamawi.MasailTahlilHaid.Sham19Y0017261-ara1	738	8	Ibn Cabd Rahim Sharaf Din Hamawi	Masail Tahlil Haid	2252	FALSE
1307Qannawji.TajMukallal.Sham19Y0017349-ara1	1307	14	Qannawji	Taj Mukallal	142190	FALSE
0734IbnCaliTajDinFakihani.RiyadAfham.Sham19Y0017350-ara1	734	8	Ibn Cali Taj Din Fakihani	Riyad Afham	476569	FALSE
0513AbuWafaIbnCaqil.TadhkiraFiFiqh.Sham19Y0017363-ara1	513	6	Abu Wafa Ibn Caqil	Tadhkira Fi Fiqh	64604	FALSE
0902Sakhawi.JawahirWaDurar.Sham19Y0017372-ara1	902	10	Sakhawi	Jawahir Wa Durar	268039	FALSE
0767BurhanDinIbnQayyim.IrshadSalik.Sham19Y0017378-ara1	767	8	Burhan Din Ibn Qayyim	Irshad Salik	99220	FALSE
0471CabdQahirJurjani.AsrarBalagha.Sham19Y0017387-ara1	471	5	Cabd Qahir Jurjani	Asrar Balagha	92692	FALSE
1033MarciKarmi.MaYafcalhuAtibba.Sham19Y0017414-ara1	1033	11	Marci Karmi	Ma Yafcalhu Atibba	3903	FALSE
0883AbuBakrJuraci.TuhfatRakic.Sham19Y0017419-ara1	883	9	Abu Bakr Juraci	Tuhfat Rakic	65769	FALSE
1188ShamsDinSaffarini.KashfLitham.Sham19Y0017437-ara1	1188	12	Shams Din Saffarini	Kashf Litham	751332	FALSE
0628IbnQattanFasi.IhkamNaza.Sham19Y0017442-ara1	628	7	Ibn Qattan Fasi	Ihkam Naza	128634	FALSE
1033MarciKarmi.QawlMacruf.Sham19Y0017451-ara1	1033	11	Marci Karmi	Qawl Macruf	10545	FALSE
0786ShamsDinKirmani.TahqiqFawaid.Sham19Y0017458-ara1	786	8	Shams Din Kirmani	Tahqiq Fawaid	140368	FALSE
0909IbnCabdHadi.MacarifIncam.Sham19Y0017529-ara1	909	10	Ibn Cabd Hadi	Macarif Incam	24099	FALSE
0909IbnCabdHadi.SabbKhumul.Sham19Y0017530-ara1	909	10	Ibn Cabd Hadi	Sabb Khumul	32130	FALSE
0909IbnCabdHadi.TakhrijSaghirWaTahbirKabir.Sham19Y0017531-ara1	909	10	Ibn Cabd Hadi	Takhrij Saghir Wa Tahbir Kabir	27364	FALSE
0909IbnCabdHadi.Dabt.Sham19Y0017532-ara1	909	10	Ibn Cabd Hadi	Dabt	39611	FALSE
